name,type_dish,time_eat,ingredients,recipe_steps,recipe_link,name_ingredients
Кекс з грушею та прянощами,Випічка,В будь-який час,"['масло вершкове: 200гр.', 'цукор: 250гр.', 'яйце куряче: 4шт.', 'борошно: 280гр.', 'ваніль: 12гр.', 'розпушувач тіста: 7гр.', 'груша: 3шт.', 'кориця: 2гр.', 'кардамон: 1гр.', 'імбир мелений: 1гр.', 'духмяний перець: 1гр.', 'імбир свіжий: 50гр.', 'вода: 100мл.']","['Крок #1\\\\\\\\\\\\\\\\nЗбийте масло з цукром (200 г) до пухкої світлої маси, потім додайте яйця і акуратно вимішайте вінчиком на маленьких обертах.', 'Крок #2\\\\\\\\\\\\\\\\nУ борошно просійте спеції та розпушувач.', 'Крок #3\\\\\\\\\\\\\\\\nАкуратно за допомогою лопатки вмішайте сухі інгредієнти у яєчно-масляну суміш.', 'Крок #4\\\\\\\\\\\\\\\\nВикладіть тісто у змащену маслом форму.', 'Крок #5\\\\\\\\\\\\\\\\nГруші почистіть від насіння та з проміжками у 2 см занурте у тісто.', 'Крок #6\\\\\\\\\\\\\\\\nВипікайте кекс при температурі 180 градусів протягом 25-30 хв (залежно від форми і духовки).', 'Крок #7\\\\\\\\\\\\\\\\nДля приготування сиропу воду, цукор (50 г) та імбир змішайте у сотейнику. Повністю розтопіть цукор на середньому вогні і доведіть сироп до кипіння, після чого залишіть настоюватися.', 'Крок #8\\\\\\\\\\\\\\\\nОдразу після випікання просочіть кекс імбирним сиропом.']",https://harchi.info/recipe/keks-z-grusheyu-ta-pryanoshchamy-8450,"['масло вершкове', 'цукор', 'яйце куряче', 'борошно', 'ваніль', 'розпушувач тіста', 'груша', 'кориця', 'кардамон', 'імбир мелений', 'духмяний перець', 'імбир свіжий', 'вода']"
Лимонно-маковий кекс,Випічка,В будь-який час,"['борошно: 300гр.', 'розпушувач тіста: 1ч. л.', 'цукрова пудра: 355гр.', 'мак: 2ст. л.', 'олія ріпакова: 120мл.', 'мигдалеве молоко: 230мл.', 'лимон: 8шт.', 'ванілін: 1ч. л.']","['Крок #1\\\\\\\\\\\\\\\\nРозігрійте духовку до температури 180 градусів.', 'Крок #2\\\\\\\\\\\\\\\\nПросійте борошно та розпушувач у миску. Додайте цукрову пудру (185 г) та мак, перемішайте.', 'Крок #3\\\\\\\\\\\\\\\\nВ окремій мисці змішайте масло, молоко, лимонний сік (з 4 лимонів) лимонну цедру (з 3 лимонів) та ваніль.', 'Крок #4\\\\\\\\\\\\\\\\nЗ’єднайте сухі та рідкі інгредієнти і ретельно перемішайте до однорідної консистенції.', 'Крок #5\\\\\\\\\\\\\\\\nВикладіть тісто у форму для випічки та поставте у духовку на 45-55 хв - кекс повинен стати золотисто-коричневим по краям.', 'Крок #6\\\\\\\\\\\\\\\\nДля приготування глазурі змішайте 175 г цукрової пудри та 2 ст.л.лимонного соку, щоб вийшла густа маса.', 'Крок #7\\\\\\\\\\\\\\\\nВикладіть глазур на охолоджений кекс і рівномірно розподілити по поверхні, посипте маком. Можна подавати до столу.']",https://harchi.info/recipe/lymonno-makovyy-keks-8449,"['борошно', 'розпушувач тіста', 'цукрова пудра', 'мак', 'олія ріпакова', 'мигдалеве молоко', 'лимон', 'ванілін']"
Густий пряний індійський суп,Суп,В будь-який час,"['олія рослинна: 30мл.', 'лавровий лист: 3шт.', 'кориця палички: 1шт.', 'гвоздика: 6шт.', 'цибуля ріпчаста: 150гр.', 'селера: 40гр.', 'морква: 50гр.', 'консервовані помідори: 60гр.', 'цибуля порей: 30гр.', 'борошно пшеничне: 20гр.', 'бульйон овочевий: 1л.', 'молоко кокосове 17-19%: 200мл.', 'кмин мелений: 8гр.', 'чорний перець мелений: 8гр.', 'куркума мелена: 4гр.', 'часник свіжий: 10гр.', 'імбир свіжий: 10гр.', 'кінза свіжа: 20гр.', 'вода: 18мл.']","['Крок #1\\\\\\\\\\\\\\\\nПриготуйте пряну пасту. Кмин, коріандр, перець, куркуму, часник, імбир, кінзу викладіть у блендер та перемішайте. Доведіть до консистенції пасти за допомогою води.', 'Крок #2\\\\\\\\\\\\\\\\nУ великій каструлі розігрійте олію. Додайте лавровий лист, корицю та гвоздику. Готуйте 1 хв, щоб олія увібрала аромат спецій. Додайте подрібнену цибулю, готуйте до м’якості 5 хв.', 'Крок #3\\\\\\\\\\\\\\\\nДодайте нарізані селеру, моркву, цибулю порей та подрібнені помідори (можна замінити на томатну пасту), готуйте протягом 5 хв. Додайте 40 г пряної пасти і готуйте протягом 2 хв (повинен з’явитися характерний часниково-імбирний аромат).', 'Крок #4\\\\\\\\\\\\\\\\nДодайте бульйон і борошно та тушкуйте на повільному вогні 20 хв, поки всі інгредієнти не стануть м’якими. Після чого додайте кокосове молоко і посоліть за смаком.', 'Крок #5\\\\\\\\\\\\\\\\nПеребийте суп до кремової текстури.', 'Крок #6\\\\\\\\\\\\\\\\nПри подачі прикрасьте кокосовим молоком та мікрозеленню.']",https://harchi.info/recipe/gustyy-pryanyy-indiyskyy-sup-8437,"['олія рослинна', 'лавровий лист', 'кориця палички', 'гвоздика', 'цибуля ріпчаста', 'селера', 'морква', 'консервовані помідори', 'цибуля порей', 'борошно пшеничне', 'бульйон овочевий', 'молоко кокосове 17-19%', 'кмин мелений', 'чорний перець мелений', 'куркума мелена', 'часник свіжий', 'імбир свіжий', 'кінза свіжа', 'вода']"
Суп харіра,Суп,В будь-який час,"['бульйон яловичий: 3л.', 'селера стеблі: 300гр.', 'цибуля: 600гр.', 'вирізка яловича: 500гр.', 'помідори у власному соці: 3,5кг.', 'сочевиця червона: 1кг.', 'кмин: 8гр.', 'паприка: 8гр.', 'кориця палички: 2шт.', 'часник: 8гр.', 'сіль: 4гр.', 'цукор: 2гр.']","['Крок #1\\\\\\\\\\\\\\\\nЗваріть яловичий бульйон (ідеально підійде яловича гомілка), чим довше варите, тим краще.', 'Крок #2\\\\\\\\\\\\\\\\nЗробіть засмажку з цибулі та стеблини селери, готуйте овочі до м’якості, краще використовувати оливкову олію.', 'Крок #3\\\\\\\\\\\\\\\\nНаріжте на кубики та посмажте яловичу вирізку (при бажанні можна використати інше м’ясо, навіть курку, і для бульйону також).', 'Крок #4\\\\\\\\\\\\\\\\nПомідори у власному соці розімніть чи наріжте.', 'Крок #5\\\\\\\\\\\\\\\\nДодайте у бульйон червону сочевицю, засмажку, вирізку, спеції (кількість спецій змінюйте на власний смак, залежно від того, наскільки пряний суп ви хочете). Доведіть до смаку і залишіть настоюватися.', 'Крок #6\\\\\\\\\\\\\\\\nДля ще більшої гостроти у вже готовий суп можна додати харіссу.']",https://harchi.info/recipe/sup-harira-8436,"['бульйон яловичий', 'селера стеблі', 'цибуля', 'вирізка яловича', 'помідори у власному соці', '5кг.', 'сочевиця червона', 'кмин', 'паприка', 'кориця палички', 'часник', 'сіль', 'цукор']"
Кекс з хурмою та горіхами,Випічка,В будь-який час,"['хурма: 2шт.', 'грецькі горіхи: 15шт.', 'борошно: 270гр.', 'яйце куряче: 3шт.', 'цукор: 170гр.', 'масло вершкове: 150гр.', 'молоко: 80мл.', 'ванільний цукор: 1ст. л.', 'кориця: 1ст. л.', 'розпушувач тіста: 2ч. л.']","['Крок #1\\\\\\\\\\\\\\\\nЗа допомогою міксера перемішайте масло з цукром, щоб отримати максимально однорідну консистенцію. Після поступово додайте 3 яйця - щоб кожне добре вмішалося.', 'Крок #2\\\\\\\\\\\\\\\\nДодайте у масу 80 мл молока кімнатної температури.', 'Крок #3\\\\\\\\\\\\\\\\nПросійте і додайте борошно, розпушувач, корицю. Ретельно перемішайте, щоб отримати однорідне тісто. Додайте подрібнені грецькі горіхи.', 'Крок #4\\\\\\\\\\\\\\\\nЗмастіть форму вершковим маслом, викладіть тісто, зверху прикрасьте шматочками хурми.', 'Крок #5\\\\\\\\\\\\\\\\nВипікайте протягом 60-70 хвилин у духовці, розігрітій до температури 170 градусів.']",https://harchi.info/recipe/keks-z-hurmoyu-ta-gorihamy-8448,"['хурма', 'грецькі горіхи', 'борошно', 'яйце куряче', 'цукор', 'масло вершкове', 'молоко', 'ванільний цукор', 'кориця', 'розпушувач тіста']"
Шоколадно-банановий кекс,Випічка,В будь-який час,"['борошно: 250гр.', 'какао порошок: 2ст. л.', 'олія рослинна: 2ст. л.', 'банан: 3шт.', 'цукор: 2ч. л.', 'сода: 1ч. л.', 'шоколадна крихта: 40гр.']","['Крок #1\\\\\\\\\\\\\\\\nБанани розімніть у пюре, додайте олію та цукор, ретельно перемішайте.', 'Крок #2\\\\\\\\\\\\\\\\nУ глибоку миску просійте борошно, какао та соду. Змішайте сухі інгредієнти з рідкими та добре перемішайте. За потреби, якщо тісто вийшло занадто густим, додайте трохи рослинного молока.', 'Крок #3\\\\\\\\\\\\\\\\nГотове тісто викладіть у форму для випічки, заселену пергаментним папером і поставте у розігріту до 180 градусів духовку на 35-40 хв.', 'Крок #4\\\\\\\\\\\\\\\\nПри бажанні готовий кекс посипте шоколадною крихтою.']",https://harchi.info/recipe/shokoladno-bananovyy-keks-8447,"['борошно', 'какао порошок', 'олія рослинна', 'банан', 'цукор', 'сода', 'шоколадна крихта']"
Французький цибулевий суп,Суп,В будь-який час,"['масло вершкове: 30гр.', 'цибуля ріпчаста: 1кг.', 'борошно: 20гр.', 'чебрець: 10гр.', 'сіль: 4гр.', 'бульйон курячий: 1л.', 'вино біле сухе: 30гр.', 'сир грюєр / пармезан: 30гр.', 'багет: 1шт.']","['Крок #1\\\\\\\\\\\\\\\\nЦибулю наріжте соломкою і тушкуйте у вершковому маслі з додаванням чебрецю до темно-коньячного кольору на повільному вогні.', 'Крок #2\\\\\\\\\\\\\\\\nДодайте борошно, перемішайте, трохи пасеруйте і додайте біле вино, випаруйте.', 'Крок #3\\\\\\\\\\\\\\\\nДодайте курячий бульйон і доведіть до бажаного смаку. Готуйте ще кілька хвилин до густоти, охолодіть.', 'Крок #4\\\\\\\\\\\\\\\\nБагет наріжте на шматки товщиною 5 мм і підсушіть у духовці.', 'Крок #5\\\\\\\\\\\\\\\\nЦибулевий суп викладіть у глибоку термостійку тарілку, зверху додайте грінки і щедро посипте тертим сиром.', 'Крок #6\\\\\\\\\\\\\\\\nПоставте у духовку, розігріту до 200 градусів, запікайте до золотистої скоринки.']",https://harchi.info/recipe/francuzkyy-cybulevyy-sup-8435,"['масло вершкове', 'цибуля ріпчаста', 'борошно', 'чебрець', 'сіль', 'бульйон курячий', 'вино біле сухе', 'сир грюєр / пармезан', 'багет']"
Крем-суп із печеного гарбуза з беконом,Суп,В будь-який час,"['гарбуз: 500гр.', 'картопля: 200гр.', 'цибуля ріпчаста: 100гр.', 'бекон: 100гр.', 'часник зубчики: 4шт.', 'імбир: 20гр.', 'зелена цибуля: 20гр.', 'олія оливкова: 20мл.', 'сіль: 4гр.', 'чорний перець: 4гр.']","['Крок #1\\\\\\\\\\\\\\\\nПочистіть гарбуз від шкірки, наріжте. Посмажте у сотейнику в оливковій олії з додаванням подрібненої цибулі. Сюди ж додайте нарізану картоплю і тушкуйте на середньому вогні, хвилин 20, поки овочі не стануть м’якими.', 'Крок #2\\\\\\\\\\\\\\\\nТим часом у пательні посмажте бекон, додайте нарізаний тонкими слайсами часник, трохи солі і тримайте на вогні, поки не вийдуть такі-собі чіпси з бекону.', 'Крок #3\\\\\\\\\\\\\\\\nОвочі перебийте у блендері до консистенції пюре, додайте вершки і поверніть на плиту. Доведіть до кипіння (коли поєднуєте щось після термічної обробки з сирим продуктом, обов’язково потрібно все разом прокип’ятити).', 'Крок #4\\\\\\\\\\\\\\\\nПосоліть, поперчіть, додайте подрібнений імбир для більш насиченого смаку, перемішайте і викладайте у тарілки. Прикрасьте суп чіпсами з бекону, олією з пательні і подрібненою зеленою цибулею.']",https://harchi.info/recipe/krem-sup-z-pechenogo-garbuza-z-bekonom-8434,"['гарбуз', 'картопля', 'цибуля ріпчаста', 'бекон', 'часник зубчики', 'імбир', 'зелена цибуля', 'олія оливкова', 'сіль', 'чорний перець']"
Томатний суп з морепродуктами,Суп,В будь-який час,"['цибуля порей: 50гр.', 'селера стеблі: 100гр.', 'морква: 100гр.', 'чебрець: 20гр.', 'часник зубчики: 4шт.', 'розмарин: 10гр.', 'олія оливкова: 100мл.', 'помідор: 1кг.', 'мідії: 200гр.', 'кальмар: 200гр.', 'креветки: 100гр.', 'чорний перець: 4гр.', 'сіль: 4гр.', 'цукор: 2гр.', 'базилік: 20гр.']","['Крок #1\\\\\\\\\\\\\\\\nУ невеликій каструлі в оливковій олії посмажте часник, пару гілочок чебрецю, гілочку розмарину, потім додайте нарізані на кубики селеру, цибулю порей і моркву.', 'Крок #2\\\\\\\\\\\\\\\\nПісля цього креветки, кальмари і мідії смажте 1,5-2 хв, щоб морепродукти не до кінця приготувалися, а до стану medium well. Викладіть морепродукти в окремий посуд.', 'Крок #3\\\\\\\\\\\\\\\\nОшпарте та почистіть від шкірки помідори, при необхідності видаліть насіння, довільно наріжте. У попередній олії спочатку трохи посмажте помідори, а потім виварюйте масу до густої консистенції. Подрібніть до консистенції пюре. Додайте сіль, перець, цукор, свіжий базилік і часник, поваріть ще 1,5 хв.', 'Крок #4\\\\\\\\\\\\\\\\nВикладіть у тарілку, додайте морепродукти, які ідеально доготуються в гарячому супі.', 'Крок #5\\\\\\\\\\\\\\\\nПрикрасьте оливковою олією, свіжим базиліком та свіжемеленим перцем.']",https://harchi.info/recipe/tomatnyy-sup-z-moreproduktamy-8433,"['цибуля порей', 'селера стеблі', 'морква', 'чебрець', 'часник зубчики', 'розмарин', 'олія оливкова', 'помідор', 'мідії', 'кальмар', 'креветки', 'чорний перець', 'сіль', 'цукор', 'базилік']"
Похмільна юшка для великої компанії,Суп,В будь-який час,"[""м'ясо: 1кг."", 'болгарський перець: 500гр.', 'кабачок: 300гр.', 'баклажан: 300гр.', 'картопля: 1кг.', 'цибуля: 500гр.', 'морква: 300гр.', 'квасоля консервована у власному соці: 300гр.', 'помідори у власному соці: 300гр.', 'часник зубчики: 6шт.', 'пиво: 200мл.', 'олія оливкова: 50мл.', 'сіль: 10гр.', 'чорний перець: 10гр.', 'чебрець: 20гр.']","['Крок #2\\\\\\\\\\\\\\\\nУ великому казанку розігрійте олію, додайте подрібнений часник та листочки чебрецю - щоб зробити олію більш ароматною.', 'Крок #3\\\\\\\\\\\\\\\\nЦибулю, моркву, болгарський перець, кабачок наріжте довільно і додайте у казанок. Смажте овочі 15 хвилин.', 'Крок #4\\\\\\\\\\\\\\\\nДодайте квасолю, картоплю, м’ясо та воду. Після того, як поклали м’ясо, варіть суп не менше години.', 'Крок #5\\\\\\\\\\\\\\\\nПісля додайте злегка підсмажені на грилі баклажани і перці, помідори у власному соці і додайте пиво, яке також могло залишитися після вечірки.', 'Крок #6\\\\\\\\\\\\\\\\nМожна залишитися суп томитися на повільному вогні якомога довше - чим більше він вариться, тим смачнішим і насиченішим він вийде.']",https://harchi.info/recipe/pohmilna-yushka-dlya-velykoyi-kompaniyi-8432,"['мясо', 'болгарський перець', 'кабачок', 'баклажан', 'картопля', 'цибуля', 'морква', 'квасоля консервована у власному соці', 'помідори у власному соці', 'часник зубчики', 'пиво', 'олія оливкова', 'сіль', 'чорний перець', 'чебрець']"
Глег з мигдалем і прянощами,Алкогольний напій,В будь-який час,"['вино червоне сухе: 750мл.', 'мед: 100гр.', 'гвоздика: 1шт.', 'кориця палички: 1шт.', 'кардамон: 2шт.', 'апельсин: 1шт.', 'чищений мигдаль: 100гр.', 'родзинки: 100гр.']","['Крок #1\\\\\\\\\\\\\\\\nВино перелийте у каструлю та підігрійте на середньому вогні до 60 градусів. Додайте всі інгредієнти (від апельсину потрібна лише цедра). Перемішайте і дайте настоятися мінімум 30 хв.', 'Крок #2\\\\\\\\\\\\\\\\nГотовий напій процідіть і розлийте у келихи.']",https://harchi.info/recipe/gleg-z-mygdalem-i-pryanoshchamy-8418,"['вино червоне сухе', 'мед', 'гвоздика', 'кориця палички', 'кардамон', 'апельсин', 'чищений мигдаль', 'родзинки']"
